God names,WtbD(Words to be defined)
,"Ihat-nop-shamem 𐎛𐎅𐎚𐎐𐎔𐎌𐎎𐎎 possible logographic meaning, logographically composed of the signs: 𐎊𐎅𐎚/𐎛𐎅𐎚 [spelling unclear](iht) ""coast,island/(i.e) Peninsula""[possibly related to hebrew חֲצִי אִי (khatsí í) ""peninsula""- derived from Hebrew אִי (ʔī) ""island/ Phonecian/Caananite 𐤀𐤉 (ʾy /ʾiy/) ""island""/ Egyptian jw/iu ""island, (in the plural) regions, lands (+ genitive)""/ other possible etimology Egyptian iɑt/jꜣt "" ruin, mound of ruins, (mound, especially as a sacred site or location in the Afterworld [since the Pyramid Texts]),(cultivated land, fields [Greco-Roman Period]) (chiefly in the plural, expressively regions, lands, foreign lands [Greco-Roman Period])[In late writings this word becomes confused with jw (“island, lands, regions”) and is often written identically[possible cognates zag  𒍠 (zag) ""side; arm, shoulder; right side, the right; limit, border, boundary, district; shrine, sanctuary"" Akk. ahu; idu; imittu; ishu; miṣru; pāṭu./bar 𒁇 (bar) ""outside, (other) side; outer form, outer; outsider, stranger, other; body, skin; fleece; carder; back, shoulder; a cut of meat; liver; behind; because of; to place outside, set aside; to open, cut open, slit, split; shell; bark; background; spirit, mind; to extend""Akk. būdum; kabattu; kawûm; ahû; kunšillu; qalāpu; salātu; šalāqu; warkatu; zumru; tarāṣu./𐎐𐎔(np) cognate with Proto-Semitic *napš "" life, breath, soul, personality"",Hebrew נֶפֶשׁ (néfesh) "" a soul, psyche (spirit) life (the state of being alive), a person (human), will (intent, volition), breath""  [𒍣 zi/ akk. napištum]- 𐎌𐎎𐎎(šmm) cognate with *šamāy [Proto-semetic]/𒀭 An [Akk. šamû]/𒍣𒂵𒅈𒅐 Neo-Assyrian  ""sky, heavens""
"
,"Hikpat-El   𐎈𐎋𐎔𐎚𐎛𐎍 possible logographic meaning, logographically composed of the signs:𐎈𐎋𐎔𐎚 (ḥkpt /⁠ḥikupta⁠/, “Memphis”)  cognate with e 𒂍 e(₂)""house; temple; estate, household; house-lot; room; container, box; station (of the moon)?; cabin Akk. bītu.""From ḥwt (“enclosure”) +‎ kꜣ (“ka”) +‎ ptḥ (“Ptah”) with direct genitive constructions, thus literally ‘house of the ka of Ptah’. 𐎛𐎍 (ỉl /ʾilu/) god, deity, El [supreme god of the Ugaritic pantheon]/ 𒀭(diŋir/akk. ilu)𒂗(en/akk. bēlu)𒄭𒆪𒌒𒋫𒄴 (ḫi-ku-up-ta-aḫ)  possible logographic meaning ""The god of Memphis"", logographically composed of the signs: 𐎈𐎋𐎔𐎚 (ḥkpt /akk. ⁠ḥikupta⁠) “Memphis”) 𐎛𐎍 (ỉl /ʾilu/) god, deity, El [supreme god of the Ugaritic pantheon]/
"
,"Mount Lebanon 𐎍𐎁𐎐𐎐  (lbnn)/𒆷𒀊𒈾𒈾(Labnana/Labannu)/𒆷𒀊𒈾𒉡 (Neo Assyr. -Labnanu)  [specifically kur la-ab-na-nu/šadû[mountain(s)]N šurmēnu[cypress]] possible logographic meaning, logographically composed of the signs:"
,
,"Mount of Targhuzizz/Targuziza  𐎚𐎗𐎙𐎇𐎇 (trġzz)  possible logographic meaning, logographically composed of the signs:"
,"Mount of Sharrumagi/Tharummagi 𐎚𐎅𐎗𐎎𐎂 (thrmg) possible logographic meaning, logographically composed of the signs:"
,"Hamriya 𐎅𐎎𐎗𐎊 (hmry) possible logographic meaning, logographically composed of the signs:  𐎅𐎎𐎗𐎊(hmry) [Moriah/Moriyyah? (Hamoriah)- Mt. Gerizim /Tell el Aammouriye?(in Syria directly southeast mt Hermon.)//Modern day Nabulus?(Located in Jerusalem between Gerizim and Ebal)] note possibly related to ama-erak 𒂼𒀀𒅆/umma-errak 𒌝𒈠𒀀𒅆(akk. amaʾirrû) “mourner” 𐎈𐎎𐎗 • (ḥmr) donkey From Proto-Semitic *ḥimār- (“donkey”). Cognate with Arabic حِمَار (ḥimār). Called after their reddish-brown to gray color, which they share with clay, whose Hebrew equivalent חֹמֶר (khómer “mire” (Biblical Hebrew)) originates from the same root.  Hamra soils, a type of red loamy soil, are found in the Central Coastal Plain of Israel. 𒋰 tab ""to burn, fire; to dye (red); to brand, mark"" Akk. hamāṭu(šamātu; ṣarāpu)/ 𒋜/𒋢 su ""(to be) red, brown""[Akk.sāmu{and “by extension” hāmu}.]
"
,"Mount of Kankaniya 𐎋𐎐𐎋𐎐𐎊 (knkny) possible logographic meaning, logographically composed of the signs: -  suggested root is arabic knn- كِنّ • (kinn) m (plural أَكْنَان (ʔaknān)), veil, envelope, cover, house, asylum, refuge; comparable to akkadian kannu (sumer. ganum) 𒄑𒃶/𒄑𒃶𒉡 ""(vessel-)stand; a large vessel; a small container"" [note:𐎋𐎐𐎊𐎚 • (knyt) “delicate, tender”]. Notes: while it is suggested that the name roughly translates to “mountain of covering” the double kn is not explained as opposed to the knn root. This spelling may be a way to differentiate Canaan (kn’n) from the mountain or may indicate a twin peaked area similar to Mt. Mashu(the twin(ned) Mountains). [note: upon further consideration; Ba’al was found in Dabr-land (modern day Daburiyya) on the instructions of Kothar, therefore I believe the mountain range in question is Mount Tabor, another twin peaked region that would lead to the underworld. Knkn may be etymologically related to Kafr Kanna from Proto-Semitic *kawan, Akkadian: 𒄀 (kânum) “kânum/qanû. (G, a-u, durative ikân, perfect iktūn, preterite ikūn, imperative kūn) (from Old Akkadian on) to stay in place, remain stationary, to remain steadfast and secure, to endure, to be true, to be loyal/ with Tabor possibly being link to the akk. tappûm/tappû for companion/ mesopatmain taba 𒋰𒁀]
"
,"Shimak Canebrake 𐎌𐎎𐎋 (smk) possible logographic meaning, logographically composed of the signs: hula valley/Šamḫuna: Found in the Amarna letters (Akkadian language) smk- From the root س م ك (s m k), meaning “to be elevated or lofty”, “to be supported or held up”, “to sustain”; hence the meaning of “a source of sustenance”, “a mainstay or staple-food”. Cognate with Hebrew סָמַך (samak, “to lean, lay, rest, support”) attested in the Bible with the similar semantic sense “to sustain” or “to nourish”.[1] possible cognates: [ŋal  𒅅 ŋal₂ ""⟦be⟧ to be (there, at hand, available); to exist; to put, place, lay down; to have; to provide"" Akk. šakānu]  / niŋin 𒆸 (niŋin₂) ""to encircle; to go around, circumambulate; to enclose, confine; to turn, return; to prowl, roam; to search; to tarry; to dam a canal; shoe strap; to pen in (of animals); to collect; enclosure, pen” Akk. esēru; lawû; sahāru; sahāru; samāku; târu; ṣâdu.,"
,"Arar   𐎀𐎗𐎀𐎗 possible logographic meaning, logographically composed of the signs: Hebrew אָרַר  (arár) “to execrate, to bitterly curse” is a pa'al construction (not made from a root word) but may be cognate with or etymologically linked to 𒀾aš₂/𒀸aš Akk. arratu ""curse; (be) cursed"" or namkud 𒉆𒋻/aš sar 𒀾𒊬  Akk. arāru; nazāru.(possibly related to hebrew Nazareth) ""to curse, insult""; may also be cognate with or etymologically linked to  Proto-Semitic *ṯabar- (“to break”). Cognate with Akkadian 𒊺𒁉𒀸 (šebērum)/𒋻ḫaš Akk. šebēru ""to break off; to divert (water); piece""  and Biblical Hebrew שָׁבַר (šɔḇar/shéver/shavár). [note: Most-likely Arar is an alternate name for Zaphon and the correct reading of “And so she went to Arar, up to Arar and Zaphon.” should most likely be “And so she went to Arar, up to Arar-Zaphon”. This may refer to the legend of Herrmon being split and the mountain being a cursed place/ mountain of curses since Mot has run Ba’al off and taken up his residence.] 
"
,"Dabr-land/Deber/Debar 𐎄𐎁𐎗  (dbr) possible logographic meaning, logographically composed of the signs: “hinterland, naos, holy of holies, to speak” possibly related to Hebrew מִדְבָּר (miḏbār, “wilderness, desert”) located at modern-day Daburiyya (Arabic: دبورية; Hebrew: דַבּוּרִיָּה) at the foot of Mount Tabor,  identified with the biblical city of Daberath[3] (also spelled Davrat)
"
,"Shahalmamat/Shechelmemet 𐎌𐎈𐎍𐎎𐎎𐎚 (šḥlmmt) possible logographic meaning, logographically composed of the signs: exact etymology unclear. Translated as šḥl “Coastalplain”- mmt “ of Death” or “Shoreline of Death” w/ an etymology linked to Arabic سافل (safil, “lowly”), but is more likely linked to سَاحِل (sāḥil)/سَاحَلَ • (sāḥala)  from Phoenician 𐤔𐤐𐤋𐤄 (šplh /⁠sefela⁠/, “plain, valley”){although the two are likely from the same root}. Compare Hebrew שפלה (shfela, “lowland”) the exact meaning of šḥl in ugartitic is unclear to me but may more likely refer to “shoreline” or a kind of valley  compared to 𒆠𒀀 piš₁₀/peš₁₀ (piš)  ""quay, port; bank, shore, rim; stream, wadi, gorge""Akk. Nahallu./ נַחַל • (nákhal) a stream (small river), (Biblical Hebrew) a valley/נָחַל • (nakhál) (pa'al construction) to receive, take possession of, inherit; But may also be compared to  𒌑𒊩 u₂-sal ( usal) ""meadow, pasture"" akk. Ušallu. Or 𒌋 burudₓ(U) (burud) ""[spefically]; depression, low-lying area,"" Akk. šapālu, šupālu; šuplu  *note: šḥl may be used to identify a similar geographical feature 𐎒𐎔𐎍 (spl) crater, basin. In a poetic sense it was most likely read either as the “the Shores of Death”/”The Valley of Death” or possibly both [𐎐𐎓𐎎𐎚 • (nʿmt) delight Compare with Arabic نِعْمَة (niʕma, “blessing, grace, benefit”). Cognate with silim𒁲 silim ""(to be) healthy; to make healthy, heal; (to be) undamaged, intact, complete; to be at peace; to make peace; completeness; well-being"" Akk. šalāmu; šulmu ]
"
,"Aliyan 𐎓𐎍𐎊𐎐 possible logographic meaning, logographically composed of the signs: ʾalʾyn etymology unclear; usually translated as 'almighty, victorious, puissant', possible etymologies include:𐎓𐎍𐎊𐎐 • (ʿly) to ascend, go up, come up,  arabic From عَلَى (ʕalā, “to be high”) + ـَان (-ān)./ عَلَيَان • (ʕalayān) m, verbal noun of عَلَى (ʕalā) (form I), highness/ arabic عَلِيَ • (ʕaliya) from Proto-Semitic *ʕall-, *ʕaly- (“to be high; exalted”), from Proto-Afroasiatic *ʕal-, *ʕVl(ay)- (“to be high, tall; to rise, ascend”).Cognate with Hebrew עָלָה (ʿalá, “to ascend, rise, grow, develop”), Hebrew עלי (ʿeli, “ascent”) "
,"Anaharat 𐎓𐎐𐎈𐎗𐎘/ אֲנָחֲרָת  anhrt  possible logographic meaning, logographically composed of the signs: 𐎓𐎐 • (ʿn) to see, look, watch, 𐎈𐎗𐎘 • (ḥrṯ/ḥaraṯa⁠/) to plough From Proto-Semitic *ḥaraθ-. Compare Hebrew חָרַשׁ (ḥāraš).𒀳uru₄ uru ""to sow; to cultivate""Akk. erēšu./𐎅𐎗 (hr /harru/) “mountain, hill”/𐎃𐎗𐎚 • (ḫrt) “cave, cavern” cognate with 𒌋𒍠 puzur₃ (puzur) ""cavity, cave""Akk. huppu/ O.B-NeoAssry.  hurrum / Tel Rekhesh, one of the most important tells in Galilee.”“The site has been identified as ‘Anaharat,’ a town within the territory of the tribe of Issachar (Joshua 19:19).”Tel Rekhesh is located at the confluence of two rivers—Nahal Tavor and Nahal Rekhesh—far from any paved roads in the Mt. Tabor Nature Reserve and National Park. {Rekhesh From the root כ־ר־ך (k-r-kh), mainly associated with כָּרַךְ (karákh) (pa'al construction)(“to tie up, to warp, to bind”)/כְּרַךְ • (k'rákh) “large city, metropolis, metropolitan area” is cognate with 𒆟 keš₂ (kešed)/ 𒂡 sir₃ (sir)""to bind; to put together; to close (an account); to spin; Cognate with hebrew אָסַר • (asár) (pa'al construction) to bind, tie, join, to imprison, (biblical) to vow, to forbid, prohibit Inherited from Proto-Semitic *ʔasar-; cognate with Arabic أَسَرَ (ʔasara, “to capture, seize”) Akkadian: 𒂊𒋛𒊒 (esērum)/𒉺𒅁 šab (šab) ""to cut, fell (of trees); to slash; to trim, peel off; to break off, deduct; *to gather together*, collect, scrape up; to become loose, fall out; to disintegrate; to disappear; to incise; to draw, design; to dig, hollow out; to have a grooved shape; to inspect exta; to make clear"" akk. Eṣēru [note: “to sow” cognate with “to bind”]}
"
,Heliopolis
,Setit
,Nile
,To-meri
,shenusha-tree
,Sais
,Xois
,Onkh-Towi
,Dedu
,Soul of the Creation
,Asha
,Drujist
,Mazdah
,Ahura
,Vohu Manah
,Zarathushtra Spitama
,Xshathra
,Haurvatat and Ameretat
,Spenta Mainyu
,Armaiti
,Mentality?
,Ashaists
,Aka Manah
,
,Sraosha
,Karapas/Karapans
,Uxic
,Aeshma
,Kavays/Kavayites
,Magian
,Vishtaspa/Kava Vishtaspa
,Frashaoshtra/Frashaoshtra Hvogva
,Maidyomangh
,Pouruchista 
,Haechataspa
,Jamaspa/Jamaspa Hvogva
,Bendva
,Ada/adanas
,Tushnamatay
,Daevaists/Daeva
,Kik
,Garodman
,Chisti- the attainment of a reward
,Yasna
,Maidyomangha Spitama
,Grehma
,"Yima, son of Vivahvant"
,Turas
,haoma
,"cakir-plants 𒌑/𒌑𒆠𒀭𒌓(šakira/šakirû)possible logographic meaning: (possibly henbane), logographically composed of the signs:𒌑 u₂ /u plant, grass, food, pasture, grass-fed, free-range (animal)- 𒆠 ki ""place; ground, earth; underworld; land, country; lower, down below; toward""- 𒀭 an ""sky,Heaven""- 𒌓 u₄, ud, utu ""storm; storm demon, day; sun; heat; a fever; summer; deified day""/𒀭𒌓 Utu ""Sun-God"""
,"Akshak  𒌔𒆠(Akšak)possible logographic meaning, logographically composed of the signs: 𒌔 aḫ₆ /aḫ ""saliva, spittle; phlegm, mucus, sputum; a paste; foam, scum; poison; copper slag""- 𒆠 ki ""place; ground, earth; underworld; land, country; lower, down below; toward"""
,"Adab(city) 𒌓𒉣𒆠/𒌓𒉣possible logographic meaning, logographically composed of the signs: 𒌓 u₄, ud, utu ""storm; storm demon, day; sun; heat; a fever; summer; deified day""- 𒉣 nun ""prince; foremost, best"""
,"Saba (country) 𒊭𒀊𒁍𒉡𒌝𒆠(Šabunum)possible logographic meaning, logographically composed of the signs:"
,"lila-demon (possibly 𒇷𒆷) kisikillil 𒆠𒂖𒆤 ki-sikil-lil₂ ""a demon""/ lillaen 𒆤𒇲𒂗 lil₂-la₂-en ""type of demon""/from lil 𒆤  lil₂ ""wind, breeze; ghost"""
,"U-stone 𒎎𒌑 (emery)/𒌑𒎎𒍝𒄢(ugug)(emery) possible logographic meaning, logographically composed of the signs:"
,"Cu-stones 𒎎𒋗𒌋 (šuʾu ) [quartz] possible logographic meaning, logographically composed of the signs:"
,"Gasura-stones 𒎎𒅗𒋩𒊏/𒅗𒋩𒊏(kasura) possible logographic meaning, logographically composed of the signs:"
,"Sajkal-stone/saj-nukala 𒎎𒅗𒆗(saŋkal) [granite]possible logographic meaning, logographically composed of the signs:"
,"Gulgul-stone 𒄢𒄢 [basalt/gabbro](""stone, hammerstone; a qualification of bitumen"") possible logographic meaning, logographically composed of the signs:"
,"Sajjar-stone/cagjar 𒎎𒊕𒃻 (saŋŋar) [chalk/tuff]possible logographic meaning, logographically composed of the signs:"
,
,"Esi-stone 𒎎𒆗/𒆗 [diorite]possible logographic meaning, logographically composed of the signs:"
,"Na-stone 𒎎/𒈾/𒎎𒈾 [limestone]possible logographic meaning, logographically composed of the signs:"
,"Elel-stone 𒎎𒂊𒇷𒇷 [onyx/sardonyx]possible logographic meaning, logographically composed of the signs:"
,"Kagina-stone 𒎎𒅗𒄀𒈾/𒅗𒄀𒈾 [heamatite]possible logographic meaning, logographically composed of the signs:"
,"Ngishnugal-stone 𒄑𒉢𒃲/𒎎𒄑𒉢𒃲/𒉢𒃲 (ŋešnugal) [alabaster/dolomite] possible logographic meaning, logographically composed of the signs:"
,"Algamec-stone/Algamesh 𒎎𒀠𒂵𒈩/𒎎𒌓𒊩𒄸 (algameš) [ steatite/soapstone]possible logographic meaning, logographically composed of the signs:"
,"Ducia-stone 𒂃𒅆𒀀/𒎎𒂃𒅆𒀀 (dušia) [quartzite [rose quartz] possible logographic meaning, logographically composed of the signs:"
,"Nir-stone  𒎎𒍝𒂇/𒎎𒍝𒂆/𒍝𒉏 [opal] possible logographic meaning, logographically composed of the signs:"
,"Gug-stone 𒄢𒍝𒄢𒍝/𒎎𒍝𒄢/𒍝𒄢 [carnelian] possible logographic meaning, logographically composed of the signs:"
,"Zagin-stone/Sagin-stone 𒍝𒆳/𒎎𒍝𒆳/ [lapis/lazurite] possible logographic meaning, logographically composed of the signs:"
,"Amac-pa-ed-stone  𒎎𒂔𒉺𒌓𒁺/𒅀𒈶𒈶𒈨/𒎎𒁦𒉺𒌓𒁺𒀀 [tourmaline or zircon] possible logographic meaning, logographically composed of the signs:"
,"Saba-stone 𒎎𒊭𒁀 [garnet] possible logographic meaning, logographically composed of the signs:"
,"Hurizum-stone 𒎎𒄷𒌷𒍮/𒄷𒌷𒍣 [olivine] possible logographic meaning, logographically composed of the signs:"
,"Gug-gazi-stone 𒎎𒍝𒄢(𒃢[gazi/sila₄])(Last sign missing) [chrysoprase ]possible logographic meaning, logographically composed of the signs:"
,"Marhali-stone 𒈥𒄬𒈝/𒎎𒈥𒄩𒈝 [jasper] possible logographic meaning, logographically composed of the signs:"
,"Egi-zaga-stone 𒎎𒂊𒄀𒍠𒂵/𒅆𒍠𒂵 [azurite] possible logographic meaning, logographically composed of the signs:"
,"Girin-hiliba-stone 𒎎𒄀𒆸𒄭𒇷𒂊/𒎎𒄀𒆸𒄭𒇷𒁀 [beryl] possible logographic meaning, logographically composed of the signs:"
,"Anzu-gulme-stone 𒀭𒍝𒄢𒈨/𒎎𒀭𒍪𒆸𒈨/𒀭𒍝𒄖𒄢 [tiger/hawk eye] possible logographic meaning, logographically composed of the signs:"
,"Nir-mucjir-stone 𒎎𒍝𒂆𒈲𒄈𒆠(nirmušŋir) [moonstone] possible logographic meaning, logographically composed of the signs:"
,"Gazi-musud-stone 𒎎(𒃢)𒈬𒋤𒌓 [serpentite ] possible logographic meaning, logographically composed of the signs:"
,"Jir-zu-jal-stone 𒎎𒄈𒅗𒃲/𒎎𒄈𒅗𒃲𒆷(ŋirizugalak) [flint] possible logographic meaning, logographically composed of the signs:"
,"Iman-stones 𒅎𒈠𒀭/𒅎𒈠𒈾 (imanak) [chert] possible logographic meaning, logographically composed of the signs:"
,"Alliga-stone 𒀠𒉌𒈝/𒎎𒀠𒉌𒂵/𒀠𒇷𒂷 [mica] possible logographic meaning, logographically composed of the signs:"
,"Macda-stone 𒎎𒈦𒁕/𒈦𒆕(mašda) [lignite] possible logographic meaning, logographically composed of the signs:"
,"Dubban-stone 𒎎𒁾𒁀𒀭/𒁾𒁀(𒀀)(𒀭) [jet] possible logographic meaning, logographically composed of the signs:"
,"Urutum-stone 𒎎𒌑𒊒𒌈(urutu) [limonite] possible logographic meaning, logographically composed of the signs:"
,"Cagara-stone 𒎎𒊭𒂵𒊏(šagara) [heliotrope]possible logographic meaning, logographically composed of the signs:"
,"Marhuca-stone 𒎎𒈥𒄷𒊭/𒈥𒄷𒊭(marhuša) [chlorite] possible logographic meaning, logographically composed of the signs:"
,"Hactum-stone 𒍨𒌈/𒎎𒍨𒌈(haštum) [Schist] possible logographic meaning, logographically composed of the signs:"
,"Durul-stone 𒄙𒄒/𒎎𒄙𒄒 [electrum] possible logographic meaning, logographically composed of the signs:"
,"Cigcig-stone 𒎎𒍋𒍋/𒍋𒍋(šegšeg) [jade (jadeite/nephrite)] possible logographic meaning, logographically composed of the signs:"
,"Engen-stone 𒎎𒊭𒆤/𒎎𒂗𒄀𒊷(engisa) [malachite] possible logographic meaning, logographically composed of the signs:"
,"Ezinum-stone 𒎎𒀭𒊺𒌁(ezim) [marble(calcite)] possible logographic meaning, logographically composed of the signs:"
,"Ug-gun-stone 𒎎𒊊𒁯/𒊊𒁯(piriŋgunu) [Serpentinite/ speckled diorite ] ""a stone, speckled diorite; a snake"" possible logographic meaning, logographically composed of the signs:"
